tag,vendor,main_brand,product,product_id,money,disposable,rechargeable,battery,mesh coil,USB,Adjustable Airflow,flavor1,flavor2,flavor3,flavor4,flavor5,% nicotine,puffs,ml,url,description,image_url,image_url_zoom
kado-bar-br5000-apple-berry-crisp,Kado Bar BR5000,Kado Bar BR5000,Apple Berry Crisp,6873376227414,$12.99,TRUE,TRUE,TRUE,TRUE,TRUE,,apple,berry,,,,5%,5000,14,https://getpop.co/products/kado-bar-br5000-apple-berry-crisp,"Up to 5,000 puffs (14ml) Mesh Coil Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your Kado Bar BR5000 GOAT Edition rechargeable device. Flavor description coming soon! This flavor is part of the Kado Bar BR5000 GOAT Edition, which features the same Kado Bar BR5000 device. Kado Bar BR5000 is the latest from Kado, featuring a mesh coil for equisite flavor and rechargeable battery. What's included: 1 Kado Bar BR5000 GOAT Edition disposable device USB Type-C Cable is not included 5% salt nicotine Volume: 14ml (up to 5,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume)",http://getpop.co/cdn/shop/products/kado-bar-br5000-apple-berry-crisp-device_1024x1024.jpg?v=1696964387,http://getpop.co/cdn/shop/products/kado-bar-br5000-apple-berry-crisp-device_2048x2048.jpg?v=1696964387
lost-mary-os5000-cherry-cola,Lost Mary OS5000,Lost Mary OS5000,Cherry Cola,6847665832022,$15.99,TRUE,TRUE,,TRUE,TRUE,,cherry,cola,,,,5%,5000,13,https://getpop.co/products/lost-mary-os5000-cherry-cola,"Up to 5,000 puffs (13ml) Mesh Coil Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your Lost Mary OS5000 rechargeable device. Lost Mart OS5000 Cherry Cola really does taste just like cherry cola. The cherry is bold and sweet, like a dark cherry flavor. This is fully chilled, so it’s ice cold. Lost Mary OS5000 is the result of a collaboration with Elf Bar. For fans of the ElfBar BC5000, this is a very similar device. It's important to note that the Lost Mary OS5000 is slightly larger and the charging port is on the top of the device. What's included: 1 Lost Mary OS5000 rechargeable disposable device USB Type-C Cable is not included 5% salt nicotine Volume: 13ml (up to 5,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) About Lost Mary Tap here to check out the Lost Mary website at http://www.lost-mary.com/ .",http://getpop.co/cdn/shop/products/lost-mary-os5000-cherry-cola-device_c5734ec4-6b43-4e84-93b4-a39c97e9da91_1024x1024.jpg?v=1680552008,http://getpop.co/cdn/shop/products/lost-mary-os5000-cherry-cola-device_c5734ec4-6b43-4e84-93b4-a39c97e9da91_2048x2048.jpg?v=1680552008
pop-hit-salt-chilled-banana,Pop Hit Salt,Pop Hit Salt,Chilled Banana,6545362518102,$14.99,TRUE,,,,,,banana,,,,,,,,https://getpop.co/products/pop-hit-salt-chilled-banana,"Salt Nicotine e-liquid Use with refillable pod system. Pop HIT Salt Chilled Banana features a rich creamy banana ice flavor. This particular formula is not too icy. Instead there's just a touch of cool, to provide balance to the sweet banana. If you already enjoy Banana Ice by Pop Bar or Pop Extra disposable, this is a great way to enjoy the same e-liquid formula we love in a bottle. Pair this with a refillable pod device and not only do we save a lot of money, but it's much more reliable and eco-friendly! About Pop HIT Salt Pop HIT Salt is the salt nicotine line of e-liquids by Pop Vapor, makers of Pop and Pop Extra disposables. If you're a Pop HIT fan, this is a great opportunity to switch from a disposable to a refillable pod system with this delicious line of salt nicotine e-liquids. Tap here to check out the Pop Vapor website at https://popvapor.com/ .",http://getpop.co/cdn/shop/products/pop-hit-salt-chilled-banana-box_1024x1024.jpg?v=1615680786,http://getpop.co/cdn/shop/products/pop-hit-salt-chilled-banana-box_2048x2048.jpg?v=1615680786
orgnx-disposable-aloe-mango,ORGNX 4000,ORGNX 4000,Aloe Mango,6789804687446,$7.99,TRUE,TRUE,,TRUE,TRUE,TRUE,mango,,,,,,6000,13,https://getpop.co/products/orgnx-disposable-aloe-mango,"Up to 4,000 puffs (9ml) Adjustable Airflow (via dial) Mesh Coil Rechargeable via USB Type-C cable Click or tap here for USB Type-C cable to recharge your ORGNX rechargeable device. ORGNX 4000 Aloe Mango is a very sweet and lightly chilled mango flavor. This is very similar to Elf Bar BC5000 Malaysian Mango and Fog X Box Mahaloe Mango. The aloe adds a soft texture, and enhances the mango flavor. While it’s not icy, there is a light chill to the flavor. What's included: 1 ORGNX rechargeable device USB Type-C charging cable is not included 5% synthetic nicotine Volume: 13ml (6,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol US Nicotine (5.0%) Natural & Artificial Flavors Designed in USA Made in China About ORGNX This is the first ORGNX disposable device from the team at ORGNX e-liquids, based in Los Angeles. Known for their quality flavors, we're excited to feature ORGNX disposables. Tap here to check out the official ORGNX website at https://orgnxeliquids.com/ .",http://getpop.co/cdn/shop/products/orgnx-aloe-mango_2_1024x1024.jpg?v=1660249920,http://getpop.co/cdn/shop/products/orgnx-aloe-mango_2_2048x2048.jpg?v=1660249920
hyde-edge-rave-recharge-caribbean-colada,Hyde Edge RAVE Recharge,Hyde,Caribbean Colada,6789269061718,$7.99,TRUE,TRUE,TRUE,,TRUE,TRUE,coconut,cola,pina colada,pineapple,,5%,4000,10,https://getpop.co/products/hyde-edge-rave-recharge-caribbean-colada,"Up to 4,000 puffs (10ml) Adjustable Airflow (via switch) Rechargeable via Micro USB cable (not included) Click or tap here for Micro USB cable to recharge your Hyde Edge Recharge. Hyde Edge RAVE Recharge Caribbean Colada is a pina colada flavor, featuring a lightly chilled blend of pineapple and coconut. The Hyde Edge Rave Recharge features a Rave Edition light that glows when in use, along with a rechargeable battery and adjustable airflow. The glow feature can be easily turned on/off with the press of a button. The Rave Edition also features a transparent e-liquid tank. This is definitely the best Hyde Edge, so we highly recommend you give them a try. What's included: 1 Hyde Edge RAVE Recharge rechargeable disposable device Micro USB Cable is not included 5% salt nicotine Volume: up to 4,000 puffs (10ml) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) About Hyde Edge RAVE Recharge The Hyde Edge RAVE Edition is the best Hyde Edge device. Not only does this feature adjustable airflow and a rechargeable battery, it also glows when in use and has a transparent e-liquid tank. Tap here to check out the Hyde website at http://hydedisposables.com/ .",http://getpop.co/cdn/shop/products/hyde-edge-rave-recharge-caribbean-colada-device_1024x1024.jpg?v=1662671980,http://getpop.co/cdn/shop/products/hyde-edge-rave-recharge-caribbean-colada-device_2048x2048.jpg?v=1662671980
lost-vape-lightrise-tb-18k-blue-cotton-candy,Lost Vape Lightrise TB 18K,,Blue Cotton Candy,7042389147734,$15.99,,TRUE,TRUE,,TRUE,TRUE,cotton candy,,,,,5%,8000,18,https://getpop.co/products/lost-vape-lightrise-tb-18k-blue-cotton-candy,"Up to 18,000 puffs (15ml) Adjustable Airflow Adjustable Wattage Smart LED Screen Interactive Touch Screen Rechargeable via USB Type-C cable (not included) Flavor description coming soon! Lightrise TB 18K is a device designed by Lost Vape, the team behind Lost Vape Orion Bar. The Lightrise TB 18K is loaded with features, including 3 modes (Regular, Boost, and Turbo), an interactive touchscreen with e-liquid and battery indicators, and adjustable airflow. What's included: 1 Lost Vape Lightrise TB 18K rechargeable device USB Type-C Cable is not included 5% salt nicotine Volume: 18ml (up to 18,000 puffs) Battery Capacity: 700mAh Interactive Touch Screen 3 power modes: Regular (18,000 puffs) Boost (12,000 puffs), Turbo (6,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume)",http://getpop.co/cdn/shop/files/lost-vape-lightrise-tb-18k-blue-cotton-candy-device_1024x1024.jpg?v=1714420172,http://getpop.co/cdn/shop/files/lost-vape-lightrise-tb-18k-blue-cotton-candy-device_2048x2048.jpg?v=1714420172
pod-mesh-flo-frozen-strawberry,Pod Mesh FLO,Pod Mesh FLO,Frozen Strawberry,6725245534294,$11.99,TRUE,,,TRUE,,TRUE,strawberry,,,,,5.50%,3500,10,https://getpop.co/products/pod-mesh-flo-frozen-strawberry,"Up to 3,500 puffs (10ml) Adjustable Airflow (via dial) Mesh Coil E-Liquid Made in USA NOTE: to activate the Pod Flo, turn the adjustable airflow dial on the bottom of the device The Pod Mesh FLO Frozen Strawberry is classic strawberry ice flavor that really delivers a sweet strawberry, made cool and fresh with ice. Pod Mesh FLO is a welcome upgrade to the Pod 2500 Mesh disposable device. We love the bottle-shaped contoured shape, which makes it easy to handle and a pleasure to use. The Pod Flo features adjustable airflow, a mesh coil, and the same quality flavors made by Pod Juice in 5.5% nicotine. Distributed by Pod Juice. What's included: 1 Pod Mesh FLO disposable device with Mesh Coil and adjustable airflow 5.50% salt nicotine Volume: 10ml (up to 3,500 puffs) Ingredients: USP Grade Propylene Glycol USP Grade Vegetable Glycerin USP Nicotine (5.50%) Natural & Artificial Flavors E-Liquid origin: China Device origin: China About Pod Mesh FLO by Pod Juice The Pod Flo Mesh is a welcome upgrade from the original Pod 2500 disposable device. Brought to you by Pod Juice, every Pod Flo disposable device features a mesh coil, adjustable airflow, and high grade e-liquid flavors made in USA. Tap here to check out the Pod Juice website at https://podjuice55.com/ .",http://getpop.co/cdn/shop/products/pod-mesh-flo-3500-frozen-strawberry-device_fa9a483a-d426-4461-827a-95970c9237c7_1024x1024.jpg?v=1647394193,http://getpop.co/cdn/shop/products/pod-mesh-flo-3500-frozen-strawberry-device_fa9a483a-d426-4461-827a-95970c9237c7_2048x2048.jpg?v=1647394193
air-bar-nex-6500-cool-mint,Air Bar Nex 6500,Air Bar Nex 6500,Cool Mint,6844342599766,$14.99,TRUE,TRUE,TRUE,TRUE,TRUE,,menthol,mint,spearmint,,,5%,6500,15,https://getpop.co/products/air-bar-nex-6500-cool-mint,"Up to 6,500 puffs (15ml) Mesh Coil Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your Air Bar Nex 6500 rechargeable device. Air Bar Nex 6500 Cool Mint is a wintergreen mint flavor that’s fresh and cold. It is just a little sweet so it borders on spearmint. This is best described as a blend of spearmint and menthol. It’s designed for happy experiences and good vibes. Air Bar Nex 6500 is a great leap forward by Air Bar. Designed to replace the Air Bar Box 5000 Mesh, the Air Bar NEX features a rechargeable battery, mesh coil and 15ml of e-liquid, good for up to 6500 puffs. What's included: 1 Air Bar Nex 6500 rechargeable device 5% salt nicotine Volume: 15ml (up to 6,500 puffs) Rechargeable Battery: 650mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine Natural & Artificial Flavors About Air Bar Nex 6500 Air Bar Nex 6500 is the longest lasting device by Air Bar, featuring a mesh coil, rechargeable battery, and 15ml of e-liquid, good for up to 6,500 puffs. The Air Bar Nex is designed to replace the Air Bar Box 5000 Mesh, providing exceptional flavor in a more reliable device. Air Bar Nex 6500 is made by Goldreams, based in China. Every Air Bar Box disposable is QR-code verifiable for authenticity. Tap here to check out the official Air Bar website at https://www.airbar.com/ .",http://getpop.co/cdn/shop/products/air-bar-nex-6500-cool-mint-device_1024x1024.jpg?v=1680547947,http://getpop.co/cdn/shop/products/air-bar-nex-6500-cool-mint-device_2048x2048.jpg?v=1680547947
elf-bar-airo-max-5000-cranberry-grape,Elf Bar Airo Max 5000,Elf Bar Airo Max 5000,Cranberry Grape,6839354425430,$13.99,TRUE,TRUE,TRUE,TRUE,TRUE,,cranberry,grape,pomegranate,,,5%,5000,13,https://getpop.co/products/elf-bar-airo-max-5000-cranberry-grape,"Up to 5,000 puffs Mesh Coil Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your Elf Bar Airo Max 5000 rechargeable device. Elf Bar Airo Max 5000 Cranberry Grape is incredible. Imagine a cold sweet grape ice spiked with cranberry. The result is a fantastic tart finish, very similar to pomegranate. It’s an absolute must try if you love cranberry grape. Elf Bar Airo Max 5000 is yet another hit by ElfBar, featuring incredible flavor in a rechargeable device. What's included: 1 Elf Bar Airo Max 5000 rechargeable disposable device USB Type-C Cable is not included 5% salt nicotine Volume: 13ml (up to 5,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) About Elf Bar Airo Max 5000 Elf Bar Airo Max 5000 is another hit device from Elf Bar. The size and shape of the Airo Max is similar to the original Elf Bar BC5000. The Airo Max features a rechargeable battery and mesh coil in a wide variety of new flavors! Tap here to check out the ElfBar website at https://www.elfbar.com/ .",http://getpop.co/cdn/shop/products/elf-bar-airo-max-5000-cranberry-grape-device_1024x1024.jpg?v=1674506954,http://getpop.co/cdn/shop/products/elf-bar-airo-max-5000-cranberry-grape-device_2048x2048.jpg?v=1674506954
monster-bars-max-banana-custard,Monster Bars Max 6000,Monster Bars Max 6000,Banana Custard,6777009504342,$19.99,TRUE,TRUE,TRUE,TRUE,TRUE,,banana,,,,,5%,6000,12,https://getpop.co/products/monster-bars-max-banana-custard,"Up to 6,000 puffs (12ml) Mesh Coil Rechargeable via USB Type-C cable Click or tap here for USB Type-C cable to recharge your Monster Bars Max 6000 rechargeable device. Monster Bars Max Banana Custard features a rich banana flavor, with a very light touch of custard. The result is similar to a banana cream or banana pudding. There's no ice here. The banana is very sweet, with very little cream, great if you enjoy dessert flavors or prefer a straight banana flavor. Monster Bars Max is a terrific rechargeable device in a very compact and slim design from Monster Labs, the team behind Monster Bars and Monster e-liquids. You can recharge your Monster Bars Max with a USB Type-C cable. What's included: 1 Monster Bars Max Ultra Premium Rechargeable disposable device with Mesh Coil Micro USB Cable is not included 5% salt nicotine Volume: 12ml (up to 6,000 puffs) Battery: 1,200mAh Ingredients: USP Vegetable Glycerin USP Propylene Glycol Natural and Artificial Flavorings USP Nicotine (5%) About Monster Bars Max 6000 Every Monster Bars Max 6000 ultra-premium device features a rechargeable battery and mesh coil for terrific flavors made famous by Monster Vape Labs, the maker of Monster Bars 3500 disposable devices. We love the compact shape and elegant design that makes Monster Bars Max a reliable device that's easy to enjoy! Tap here to check out the official Monster Vape Labs website at https://monstervapelabs.com/ .",http://getpop.co/cdn/shop/products/monster-bars-max-banana-custard-box_e73e29b8-02f6-4c79-809f-d7709cf4b578_1024x1024.jpg?v=1658712975,http://getpop.co/cdn/shop/products/monster-bars-max-banana-custard-box_e73e29b8-02f6-4c79-809f-d7709cf4b578_2048x2048.jpg?v=1658712975
pod-juice-salt-churros,Pod Juice Salt,Pod Juice Salt,Churros,6783374721110,$12.99,TRUE,,,,,,churro,,,,,,,30,https://getpop.co/products/pod-juice-salt-churros,"Salt Nicotine e-liquid Use with refillable pod system. Pod Juice Salt flavor description coming soon! This is a terrific option if you are already familiar with devices and you would like to switch to a more economical and eco-friendly alternative. This bottle of salt-nicotine e-liquid is from Pod Juice, the maker of Pod 2500, Pod Mesh Flo, and Pod 5500 disposable device. If you're not already familiar with Pod Juice Salt or salt-nicotine e-liquids, they are a terrific alternative to disposable devices. Simply pair a bottle of salt-nicotine e-liquid with a refillable pod system. This method also provides low-nicotine options and has a significantly lower impact on the environment. Product details: Volume: 30ml Nicotine options: 3.5% (35mg) 5.5% (55mg) About Pod Juice Salt Pod Juice Salt is the line of salt-nicotine e-liquids by Pod Juice. Based in California, Pod Juice is best known for their wide range of flavors and popular line of disposables, including Pod 2500, Pod Mesh FLO, and Pod 5500. We love Pod Juice. They are a terrific company to work with, and they stand by the quality of their product. This is a brand that you can trust and we are proud to share Pod Juice salt nicotine with you! Tap here to check out the Pod Juice website at https://podjuice55.com/ .",http://getpop.co/cdn/shop/products/pod-juice-salt-churros-bottle_1024x1024.jpg?v=1659898835,http://getpop.co/cdn/shop/products/pod-juice-salt-churros-bottle_2048x2048.jpg?v=1659898835
