title,brand,product,skunumber,price,description,eliquid_contents,nicotine_level,puffs_per_device,puffs_per_device_normal,battery,flavor_options,coil,led,dual_tank,smart_led,turbo,disposable_vape_battery,charging_dock,full_led_screen,power_mode_setting,airflow,operation,url
7 DAZE OHMLET 7000 DISPOSABLE,7 DAZE,7 DAZE OHMLET 7000 DISPOSABLE,,$10.99,"Flavors:
• Blueberry Cake
• Blueberry Peach
• Clear
• Hawaiian Tiki
• Icy Blast
• Kiwi Passionfruit Guava Icy Blast
• Lychee Aloe
• Orange Kiss
• Pineapple Peach Whip
• Raspberry Dragon Lemonade
• Sour Rainbow Berries
• Strawberry Rolly
• Strawberry Watermelon
• Tobacco
• Tropical Gummi
• Watermelon Grape Orange
• White Grapeberry
Check out the 7 Daze OHMLET 7000 Disposable, offering up to 7000 puffs, 5% nicotine concentration, and is prefilled with 15mL of nicotine salts.
7 Daze OHMLET 7000 Disposable Features:
15mL Prefilled E-Liquid Capacity
Integrated Battery
5% Nicotine Concentration
LED Indicator Light
Mesh Heating Element
Approximately 7000 Puffs
Draw-Activated Firing Mechanism
Type-C USB Port
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,,,no,,no,,,,no,,,,https://www.elementvape.com/7-daze-ohmlet-7000
YOGI BAR 8000 DISPOSABLE,FIND BRAND,YOGI BAR 8000 DISPOSABLE,,$11.99,"Flavor:
• Apple Cinnamon Granola Bar
• Blueberry Granola Bar
• Java Granola Bar
• Original Granola Bar
• Peanut Butter Banana Granola Bar
• Strawberry Granola Bar
• Vanilla Tobacco Granola Bar
Shop the Yogi Bar 8000 Disposable, offering a 17mL prefilled capacity, 5% nicotine concentration, and delivers up to 8000 puffs of delicious vapor.
Yogi Bar 8000 Disposable Features:
• Prefilled Capacity: 17mL
• Battery Capacity: 600mAh
• Max Puffs: 8000
• Nicotine Strength: 5% (50mg)
• Operation: Draw-Activated
• Heating Element: Mesh Coil
• Charging: Type-C Port
Available Options:
Apple Cinnamon Granola Bar, Blueberry Granola Bar, Java Granola Bar, Original Granola Bar, Peanut Butter Banana Granola Bar, Strawberry Granola Bar, Vanilla Tobacco Granola Bar
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,,,,,"Apple Cinnamon Granola Bar, Blueberry Granola Bar, Java Granola Bar, Original Granola Bar, Peanut Butter Banana Granola Bar, Strawberry Granola Bar, Vanilla Tobacco Granola Bar",,no,,no,,,,no,,,,https://www.elementvape.com/yogi-bar-8000
[5-PACK] LUME SS25000 DISPOSABLE,LUME,[5-PACK] LUME SS25000 DISPOSABLE,,$69.99,"Save on the 5-Pack Lume SS25000 Disposable, featuring dual mesh coils, 18mL prefilled capacity, and offers two firing modes, a 25000 puff regular mode, and a 15000 puff Boost Mode.
LUME SS25000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 18mL
• BATTERY CAPACITY: Integrated Battery
• MAX PUFFS: Regular Mode: 25000 | Boost Mode: 15000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: Digital Display
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 5 Lume SS25000 Disposables
AVAILABLE OPTIONS:
• Apple Grape
• Black Iced
• Blue Razz Iced
• Blueberry Cotton Candy
• Cool Mint
• Only Mint
• Peach Freeze
• Pina Colada
• Rainbow Candy
• Sour Apple Iced
• Strawberry Banana
• Strawberry Kiwi Iced
• Strawberry Watermelon
• Very Berry
• Watermelon Bubble Gum
• Watermelon Thriller
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",18mL,5% (50mg),Regular Mode,Regular Mode,Integrated Battery,"Apple Grape, Black Iced, Blue Razz Iced, Blueberry Cotton Candy, Cool Mint, Only Mint, Peach Freeze, Pina Colada, Rainbow Candy, Sour Apple Iced, Strawberry Banana, Strawberry Kiwi Iced, Strawberry Watermelon, Very Berry, Watermelon Bubble Gum, Watermelon Thriller",Dual Mesh Coils,yes,,no,,Integrated Battery,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/lume-ss25000-disposable-bundle-pack
[5-PACK] UWELL CALIBURN BAR S18000 DISPOSABLE,UWELL,[5-PACK] UWELL CALIBURN BAR S18000 DISPOSABLE,,$44.99,"Increase your savings with the 5-Pack Uwell Caliburn Bar S18K Disposable, offering 2 swappable firing modes, two 1.2ohm mesh coils, and equipped with a digital display that monitors e-liquid and battery life. Constructed from durable materials, this lightweight device is designed for easy portability. With a large 22mL capacity, the Caliburn Bar S18K boasts impressive longevity, outlasting many other disposables on the market. Equipped with dual mesh coils, it delivers exceptional flavor and vapor, heating up almost instantaneously. The simple ""one-touch"" voltage and airflow adjustment makes the Uwell Caliburn Bar S18K highly versatile, accommodating a variety of vaping preferences.
UWELL CALIBURN BAR S18000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 22mL
• BATTERY CAPACITY: 800mAh
• MAX PUFFS: Regular Mode: 18000 | Boost Mode: 9000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: 1.2ohm Dual Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: Digital Display
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 5 Uwell Caliburn Bar S18000 Disposables
AVAILABLE OPTIONS:
• Blue Razz Ice
• Clear
• Crazy Berry Cherry
• Double Apple
• Dragon Fruit Berry
• Grape Ice
• Mango Honeydew
• Miami Mint
• Mixed Berries
• Peach Watermelon
• Raspberry Lime Jam
• Strawberry Kiwi
• Strawberry Mango
• Watermelon Ice
• White Gummy
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",22mL,5% (50mg),Regular Mode,Regular Mode,800mAh,"Blue Razz Ice, Clear, Crazy Berry Cherry, Double Apple, Dragon Fruit Berry, Grape Ice, Mango Honeydew, Miami Mint, Mixed Berries, Peach Watermelon, Raspberry Lime Jam, Strawberry Kiwi, Strawberry Mango, Watermelon Ice, White Gummy",1.2ohm Dual Mesh Coils,yes,,no,,800mAh,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/uwell-caliburn-bar-s18k-bundle-pack
[5-PACK] MNKE BARS XL 25K DISPOSABLE,MNKE BARS,[5-PACK] MNKE BARS XL 25K DISPOSABLE,,$79.99,"Save more with the 5-Pack MNKE Bars XL 25K Disposable, featuring 2 firing modes, single or dual coil operation, and offers active battery and e-liquid monitoring. The MNKE Bars XL features an LED display that provides essential information, indicating when a recharge or replacement is necessary. Users can choose between single or dual coil operation, with mesh-type coils that heat quickly to deliver exceptional flavor and vapor.
MNKE BARS XL 25000 DISPOSABLE FEATURES:
• BATTERY CAPACITY: 1000mAh
• MAX PUFFS: 25000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Selectable Single or Dual Coil
• DISPLAY SCREEN: LED Display Screen
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
• Pass Through Charging
INCLUDES:
• 5 MNKE Bars XL 25000 Disposables
AVAILABLE OPTIONS:
• Blue Cherry Lemonade
• Blue Kiwi Ice
• Cucumber Mint
• Fresh Mint
• Peach Mango Pear
• Pink Burst
• Straw Melon
• Strawberry Cake
• Strawberry Mint
• Yummy Gummy
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,5% (50mg),25000,25000,1000mAh,"Blue Cherry Lemonade, Blue Kiwi Ice, Cucumber Mint, Fresh Mint, Peach Mango Pear, Pink Burst, Straw Melon, Strawberry Cake, Strawberry Mint, Yummy Gummy",Selectable Single or Dual Coil,yes,,no,,1000mAh,USB Type-C,yes,,,Draw-Activated,https://www.elementvape.com/mnke-bars-xl-bundle-pack
[5-PACK] SUGARBAR X NOMS 18000 DISPOSABLE,FIND BRAND,[5-PACK] SUGARBAR X NOMS 18000 DISPOSABLE,,$74.99,"Save when you buy the 5-Pack Sugarbar x Noms 18K Disposable, featuring dual mesh coils, adjustable airflow, Smart LED Screen, and offers a regular or turbo mode that delivers between 10-18K puffs of delicious flavor. Born from a collaboration between Sugarbar and NOMS E-Liquid, the Sugarbar x Noms 18K Disposable offers two firing modes, a conservative regular mode that delivers 18000 puffs of amazing flavor and a dual turbo mode that sharpens flavor and increases output, but cuts the puff count down to approximately 10K puffs.
SUGARBAR X NOMS 18000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 17.5mL
• BATTERY CAPACITY: Integrated Rechargeable
• MAX PUFFS: Regular: 18000 | Dual Turbo: 10000 
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual-Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: LED Smart Screen
• CHARGING: USB Type-C
INCLUDES:
• 5 SugarBar x Noms 18K Disposables
AVAILABLE OPTIONS:
• Candy Lemonade
• Melon Duo
• POG
• White Peach Razz
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",17.5mL,5% (50mg),Regular,Regular,Integrated Rechargeable,"Candy Lemonade, Melon Duo, POG, White Peach Razz",Dual-Mesh Coils,yes,,no,,Integrated Rechargeable,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/sugarbar-noms-18k-bundle-pack
[5-PACK] VELOCITY 25K DISPOSABLE,VELO,[5-PACK] VELOCITY 25K DISPOSABLE,,$64.99,"Discover savings with the 5-Pack Velocity 25K Disposable, offering three adjustable power levels, dual energized mesh coils, and a large HD screen with e-liquid and battery life monitoring.
VELOCITY 25K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 17mL
• BATTERY CAPACITY: 650mAh
• MAX PUFFS: ECO: 25K | Norm: 20K | Boost: 15K
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: Digital LED Display
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
• 3 Power Levels
INCLUDES:
• 1 Velocity 25K Disposable
AVAILABLE OPTIONS:
• Black Cherry
• Blue Cotton Candy
• Blue Razz
• Blueberry Menthol
• Blueberry Watermelon
• Cherry Lemon
• Cool Mint
• Double Apple
• Dragon Fruit Lemonade
• Georgia Peach
• Grape Blow Pop
• Miami Mint
• Mix Berries
• Strawberry Chew
• Strawberry Kiwi
• Strawberry Mango
• Strawberry Shortcake
• Strawberry Watermelon
• Tropical Fusion
• Watermelon Freeze
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",17mL,5% (50mg),ECO,ECO,650mAh,"Black Cherry, Blue Cotton Candy, Blue Razz, Blueberry Menthol, Blueberry Watermelon, Cherry Lemon, Cool Mint, Double Apple, Dragon Fruit Lemonade, Georgia Peach, Grape Blow Pop, Miami Mint, Mix Berries, Strawberry Chew, Strawberry Kiwi, Strawberry Mango, Strawberry Shortcake, Strawberry Watermelon, Tropical Fusion, Watermelon Freeze",Dual Mesh Coils,yes,,no,,650mAh,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/velocity-25k-bundle-pack
[5-PACK] SUPERMERRY BAR S25K DISPOSABLE,FIND BRAND,[5-PACK] SUPERMERRY BAR S25K DISPOSABLE,,$64.99,"Enjoy savings on the 5-Pack Supermerry Bar S25K Disposable, featuring two 15mL prefilled tank, dual mesh coil configuration, and a HD screen that monitors both 15mL tanks for indicating remaining e-liquid.
SUPERMERRY BAR S25K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 2 x 15mL
• MAX PUFFS: 25000 | 
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual-Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: HD Screen Animation
• CHARGING: USB Type-C
• Two Indicator Lights - One for Each Tank
INCLUDES:
• 1 Supermerry Bar Disposable
AVAILABLE OPTIONS:
• Bahama Mama
• Black Dragon Ice
• Blue Razz Ice
• Blue Slurpie
• Cherry Lemon
• Cool Mint
• Frozen Raspberry
• Grape Berry
• Gummy Bear
• Miami Mint
• Pink Burst
• Sour Apple Ice
• Strawberry Ice Cream
• Strawberry Kiwi
• Watermelon Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",2 x 15mL,5% (50mg),25000 |,,,"Bahama Mama, Black Dragon Ice, Blue Razz Ice, Blue Slurpie, Cherry Lemon, Cool Mint, Frozen Raspberry, Grape Berry, Gummy Bear, Miami Mint, Pink Burst, Sour Apple Ice, Strawberry Ice Cream, Strawberry Kiwi, Watermelon Ice",Dual-Mesh Coils,yes,,no,,,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/supermerry-bar-25k-bundle-pack
[5-PACK] FIREROSE UPLOAD 25K DISPOSABLE,FIREROSE,[5-PACK] FIREROSE UPLOAD 25K DISPOSABLE,,$66.99,"Shop and save with the 5-Pack FIREROSE UPLOAD 25000 Disposable, featuring a removeable screen, two firing modes, dual mesh coils, and prefilled with 20mL of meticulously crafted eJuice.
FIREROSE UPLOAD 25K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 20mL
• BATTERY CAPACITY: 660mAh
• MAX PUFFS: 25000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual-Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: Replaceable Screen
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
• Haptic Feedback
• App Controlled
INCLUDES:
• 5 Firerose UPLOAD 25000 Disposables
AVAILABLE OPTIONS:
• Blue Razz Ice
• Dragon Strawnana
• Miami Mint
• Raspberry Limeade
• Red Bomb
• Sour Apple Ice
• Sour Black and Blue
• Sour Rainbow Candy
• Watermelon Ice
• Watermelon Peach
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",20mL,5% (50mg),25000,25000,660mAh,"Blue Razz Ice, Dragon Strawnana, Miami Mint, Raspberry Limeade, Red Bomb, Sour Apple Ice, Sour Black and Blue, Sour Rainbow Candy, Watermelon Ice, Watermelon Peach",Dual-Mesh Coils,yes,,no,,660mAh,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/firerose-upload-bundle-pack
[5-PACK] SOLARIS 25K DISPOSABLE,SOLARIS,[5-PACK] SOLARIS 25K DISPOSABLE,,$54.99,"Shop and save with the 5-Pack Solaris 25000 Disposable, featuring 18mL prefilled eLiquid, dual mesh coils, battery/e-liquid active monitoring, and incorporates the industry's first solar charging capable disposable. Blending together form and function, the Solaris Disposable is capable of delivering up to 25000 puffs and features embedded Star Lights, similar to a Rolls-Royce starlight roof. In addition, the Solaris features a large solar panel to recharge from the rays of the Sun.
SOLARIS 25K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 18mL
• BATTERY CAPACITY: 700mAh
• MAX PUFFS: 25000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: Digital Display
• CHARGING: USB Type-C / Solar Charging
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 5 Solaris 25000 Disposables
AVAILABLE OPTIONS:
• Banana Coconut
• Blue Cotton Candy
• Blue Razz
• Blue Slurpie
• Cherry Bomb
• Cool Mint
• Grape Razz
• Mango Colada
• Mango Dragon Fruit Lemonade
• Miami Mint
• Mix Berries
• Peach Berries
• Pineapple Passion
• Polar Mint
• Sour Apple
• Strawberry Banana
• Strawberry Kiwi
• Strawberry Watermelon
• Summer Blast
• Tropical Rainbow Blast
• Watermelon Bubble Gum
• Watermelon Chill
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",18mL,5% (50mg),25000,25000,700mAh,"Banana Coconut, Blue Cotton Candy, Blue Razz, Blue Slurpie, Cherry Bomb, Cool Mint, Grape Razz, Mango Colada, Mango Dragon Fruit Lemonade, Miami Mint, Mix Berries, Peach Berries, Pineapple Passion, Polar Mint, Sour Apple, Strawberry Banana, Strawberry Kiwi, Strawberry Watermelon, Summer Blast, Tropical Rainbow Blast, Watermelon Bubble Gum, Watermelon Chill",Dual Mesh Coils,yes,,no,,700mAh,USB Type-C / Solar Charging,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/solaris-25k-bundle-pack
[5-PACK] JUICE KING A18000 DISPOSABLE,JUICE KING,[5-PACK] JUICE KING A18000 DISPOSABLE,,$64.99,"Enjoy savings with the 5-Pack Juice King A18K Disposable, featuring 20mL of prefilled e-liquid, dual mesh coils, adjustable airflow control, and a large 0.96""  digital display with active e-liquid and battery life monitoring. Constructed with two firing modes, the Juice King A18000 Disposable can access a regular or boost mode, delivering 18000 and 9000 puffs, respectively. In addition, the Juice King A18000 Vape features adjustable airflow to find the ideal rate to allow your favorite flavors to develop nuanced layers and dimensions.
JUICE KING A18000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 20mL
• BATTERY CAPACITY: 650mAh
• MAX PUFFS: 18000 Puffs
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual Mesh Coils
• TWO FIRING MODES: Regular (18000 Puffs) | Dual Boost (9000 Puffs)
• AIRFLOW: Adjustable
• DISPLAY SCREEN: 0.96"" Digital Display
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 1 Juice King A18000 Disposable
AVAILABLE OPTIONS:
• Blue Mint
• Blueberry Raspberry
• Cherry Bomb
• Dragon Melon Ice
• Fucking Fab
• Grape Blow Pop
• Juicy Peach Ice
• Mexico Mango
• Mixed Berries
• Sour Apple Ice
• Strawberry Banana
• Strawberry Watermelon
• Tropical Rainbow Blast
• Watermelon Ice
• White Gummy Bear
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",20mL,5% (50mg),18000 Puffs,18000 Puffs,650mAh,"Blue Mint, Blueberry Raspberry, Cherry Bomb, Dragon Melon Ice, Fucking Fab, Grape Blow Pop, Juicy Peach Ice, Mexico Mango, Mixed Berries, Sour Apple Ice, Strawberry Banana, Strawberry Watermelon, Tropical Rainbow Blast, Watermelon Ice, White Gummy Bear",Dual Mesh Coils,yes,,no,,650mAh,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/juice-king-a18k-bundle-pack
