Unnamed: 0,Brand,Product,SkuNumber,Price,Description,E-liquid contents,Puffs per Device,Flavor,Coil,Name Change,Master Case Qty,Vibration Notifications,Display,Display_Description,Nicotine_Levels,Power_Modes,Dual_Tank,Adjustable_Airflow,Battery_Type,Power_Mode,Internal_Features,External_Features,Country_of_Assembly,Nic_level_1,Nic_level_2,Nic_level_3,Iced_Variable,Nic_Free,TFN,Product_Type
678,Off Stamp,Miami Mint OFF STAMP SW9000 Disposable,55172,$11.99 ,"The Miami Mint Off Stamp SW9000 infuses a refreshing minty flavor with a touch of sweetness, creating a classically cool and invigorating vape. Please note, these flavors require the Off Stamp Battery Dock to be recharged, which is sold separately in the Off Stamp SW9000 Kit collection.",13ml,9000,,Mesh Coil,,,,False,,50 MG,,False,False,200mAh (Rechargeable via Off Stamp Battery Pack Only) 800 mAh (sold separately in Miami Mint Off Stamp Kits),,,,,,,,True,0,0,Closed System
679,Off Stamp,Blue Razz Ice OFF STAMP SW9000 Disposable,55168,$11.99 ,"The Blue Razz Ice Off Stamp SW9000 provides a refreshing blend of blue raspberry and icy menthol, providing a crisp and invigorating vaping experience. Please note, these flavors require the Off Stamp Battery Dock to be recharged, which is sold separately in the Off Stamp SW9000 Kit collection.",13ml,9000,,Mesh Coil,,,,False,,50 MG,,False,False,200mAh (Rechargeable via Off Stamp Battery Pack Only) 800 mAh (sold separately in Blue Razz Ice Off Stamp Kits),,,,,,,,True,0,0,Closed System
680,Off Stamp,Dragon Strawnana OFF STAMP SW9000 Disposable,55171,$11.99 ,"The Dragon Strawnana Off Stamp SW9000 combines the exotic flavors of dragon fruit and the natural sweetness of banana, making each puff a unique and delightful tropical vaping journey. Please note, this disposable vape requires the Off Stamp Battery Dock to be recharged, which is sold separately in the Off Stamp SW9000 Kit.",13ml,9000,,Mesh Coil,,,,False,,50 MG,,False,False,200mAh (Rechargeable via Off Stamp Battery Pack Only) 800 mAh (sold separately in Dragon Strawnana Off Stamp Kits),,,,,,,,False,0,0,Closed System
681,Off Stamp,California Cherry OFF STAMP SW9000 Disposable,55169,$11.99 ,"The California Cherry Ice Off Stamp SW9000 delivers a sweet and tart cherry flavor, enhanced by a cool icy finish, for a perfect balance of taste. Please note, these flavors require the Off Stamp Battery Dock to be recharged, which is sold separately in the Off Stamp SW9000 Kit collection.",13ml,9000,,Mesh Coil,,,,False,,50 MG,,False,False,200mAh (Rechargeable via Off Stamp Battery Pack Only) 800 mAh (sold separately in California Cherry Off Stamp Kits),,,,,,,,True,0,0,Closed System
682,Off Stamp,Cherry Strazz OFF STAMP SW9000 Disposable,55170,$11.99 ,"The Cherry Strazz Off Stamp SW9000 unites the sweetness of cherry with a zesty twist of strawberry, creating a rich and satisfying vaping experience. Please note, this disposable vape requires the Off Stamp Battery Dock to be recharged, which is sold separately in the Off Stamp SW9000 Kit.",13ml,9000,,Mesh Coil,,,,False,,50 MG,,False,False,200mAh (Rechargeable via Off Stamp Battery Pack Only) 800 mAh (sold separately in Cherry Strazz Off Stamp Kits),,,,,,,,False,0,0,Closed System
683,Off Stamp,Sour Lush Gummy OFF STAMP SW9000 Disposable,55174,$11.99 ,"The Sour Lush Gummy Off Stamp SW9000 captures the tangy essence of sour gummy confection, creating an exciting and flavorful vape with a delightful sweet and sour balance.Please note, these flavors require the Off Stamp Battery Dock to be recharged, which is sold separately in the Off Stamp SW9000 Kit collection.",13ml,9000,,Mesh Coil,,,,False,,50 MG,,False,False,200mAh (Rechargeable via Off Stamp Battery Pack Only) 800 mAh (sold separately in Sour Lush Gummy Off Stamp Kits),,,,,,,,False,0,0,Closed System
684,Off Stamp,Watermelon Ice OFF STAMP SW9000 Disposable,55175,$11.99 ,"The Watermelon Ice Off Stamp SW9000 offers a refreshing watermelon flavor, chilled with a hint of menthol, for a truly invigorating and fruity vaping experience. Please note, these flavors require the Off Stamp Battery Dock to be recharged, which is sold separately in the Off Stamp SW9000 Kit collection.",13ml,9000,,Mesh Coil,,,,False,,50 MG,,False,False,200mAh (Rechargeable via Off Stamp Battery Pack Only) 800 mAh (sold separately in Watermelon Ice Off Stamp Kits),,,,,,,,True,0,0,Closed System
685,Crazy Ace,Lush Ice Crazy Ace B15000,55045,$14.99 ,,20ml,15000,The classic Lush Ice Crazy Ace B15000 has the sweet watermelon and assertive iciness that adult vapers love.,Dual Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,True,False,900mAh (Rechargeable via USB-C),Boost Mode Option,,,,,,,True,0,0,Unknown
686,Funky Republic,Apple Watermelon Funky Republic Fi3000,53632,$5.99 ,,5ml,3000,The Apple Watermelon Funky Republic Fi3000 mixes a mouth-watering watermelon with a crisp apple.Each Fi3000 vape uses QUAQ coil technology for unparalleled flavor.,QUAQ Coil Technology,,,,False,,40 MG,,False,False,800mAh,,QUAQ Coil Technology,,,,,,False,0,0,Unknown
687,Funky Republic,Blue Mint Rose Funky Republic Fi3000,53635,$5.99 ,,5ml,3000,The Blue Mint Rose Funky Republic Fi3000 blends sweet blueberry vape flavoring with a light floral and mint taste on exhale. Each Fi3000 vape uses leading QUAQ coil technology for unparalleled flavor.,QUAQ Coil Technology,,,,False,,40 MG,,False,False,800mAh,,QUAQ Coil Technology,,,,,,True,0,0,Unknown
688,Funky Republic,Berry Chill Funky Republic Fi3000,53633,$5.99 ,,5ml,3000,"The Berry Chill Funky Republic Fi3000 mixes a sweet, fruity blend that has notes of raspberry, cherry, and strawberry and a crisp mint. Each Fi3000 vape uses QUAQ coil technology for unparalleled flavor.",QUAQ Coil Technology,,,,False,,40 MG,,False,False,800mAh,,QUAQ Coil Technology,,,,,,True,0,0,Unknown
689,Funky Republic,Blue Razz Ice Funky Republic Fi3000,53636,$5.99 ,,5ml,3000,The Blue Razz Ice Funky Republic Fi3000 adds a cool mint taste to a sweet raspberry and blueberry mixture. Each Fi3000 vape uses a portable design and QUAQ coil technology for unparalleled flavor.,QUAQ Coil Technology,,,,False,,40 MG,,False,False,800mAh,,QUAQ Coil Technology,,,,,,True,0,0,Unknown
690,Funky Republic,Berry Storm Funky Republic Fi3000,53634,$5.99 ,,5ml,3000,The Berry Storm Funky Republic Fi3000 uses a tasty blend of ripe berries. Each Fi3000 vape uses QUAQ coil technology for incredible flavor in every puff.,QUAQ Coil Technology,,,,False,,40 MG,,False,False,800mAh,,QUAQ Coil Technology,,,,,,False,0,0,Unknown
691,Funky Republic,Triple Berry Ice Funky Republic Fi3000,53643,$5.99 ,,5ml,3000,"The Triple Berry Ice Funky Republic Fi3000 blends a mix of ripened berries with cool mint for a sweet, delectable vape experience. Each Fi3000 vape uses QUAQ coil technology for unparalleled flavor in every puff.",QUAQ Coil Technology,,,,False,,40 MG,,False,False,800mAh,,QUAQ Coil Technology,,,,,,True,0,0,Unknown
692,Funky Republic,Strawberry Peach Sakura Funky Republic Fi3000,53642,$5.99 ,,5ml,3000,"The Strawberry Peach Sakura Funky Republic Fi3000 mixes a fresh, summer strawberry with a Georgia Peach. Each Fi3000 vape uses QUAQ coil technology for unparalleled flavor.",QUAQ Coil Technology,,,,False,,40 MG,,False,False,800mAh,,QUAQ Coil Technology,,,,,,False,0,0,Unknown
693,Funky Republic,Malaysian Mango Funky Republic Fi3000,53637,$5.99 ,,5ml,3000,"The Malaysian Mango Funky Republic Fi3000 uses a delectable mango nectar vape flavor in a small, portable design. Each Fi3000 vape uses QUAQ coil technology for unparalleled flavor.",QUAQ Coil Technology,,,,False,,40 MG,,False,False,800mAh,,QUAQ Coil Technology,,,,,,False,0,0,Unknown
694,Funky Republic,Mountain Ice Funky Republic Fi3000,53639,$5.99 ,,5ml,3000,"The Mountain Ice Funky Republic Fi3000 uses a refreshing, wintry mint flavor. Each Fi3000 vape uses QUAQ coil technology for unparalleled flavor.",QUAQ Coil Technology,,,,False,,40 MG,,False,False,800mAh,,QUAQ Coil Technology,,,,,,True,0,0,Unknown
695,Funky Republic,Miami Mint Funky Republic Fi3000,53638,$5.99 ,,5ml,3000,The Miami Mint Funky Republic Fi3000 blends a fresh mint with a light citrus taste. Each Fi3000 vape uses QUAQ coil technology for impressive flavor in every puff.,QUAQ Coil Technology,,,,False,,40 MG,,False,False,800mAh,,QUAQ Coil Technology,,,,,,True,0,0,Unknown
696,Funky Republic,Tropical Delight Funky Republic Fi3000,53644,$5.99 ,,5ml,3000,"The Tropical Delight Funky Republic Fi3000 uses an exotic tropical fruit mix that contains notes of mango, dragon fruit and other fruity tastes. Each Fi3000 vape uses QUAQ coil technology for unparalleled flavor.",QUAQ Coil Technology,,,,False,,40 MG,,False,False,800mAh,,QUAQ Coil Technology,,,,,,False,0,0,Unknown
697,Funky Republic,Watermelon Ice Funky Republic Fi3000,53646,$5.99 ,,5ml,3000,"The Watermelon Ice Funky Republic Fi3000 blends an authentic, fresh watermelon taste with a crisp minty finish. Each Fi3000 vape uses QUAQ coil technology for unparalleled flavor.",QUAQ Coil Technology,,,,False,,40 MG,,False,False,800mAh,,QUAQ Coil Technology,,,,,,True,0,0,Unknown
698,Funky Republic,Pineapple Passion Lemon Funky Republic Fi3000,53641,$5.99 ,,5ml,3000,The Pineapple Passion Lemon Funky Republic Fi3000 adds a kick of tropical passion fruit to sweet and sour pineapple lemonade mix. Each Fi3000 vape uses QUAQ coil technology for incredible flavor production.,QUAQ Coil Technology,,,,False,,40 MG,,False,False,800mAh,,QUAQ Coil Technology,,,,,,False,0,0,Unknown
699,Funky Republic,Watermelon Delight Funky Republic Fi3000,53645,$5.99 ,,5ml,3000,The Watermelon Delight Funky Republic Fi3000 uses a QUAQ coil and a sweetened watermelon vape flavor for an incredibly satisfying vape experience.,QUAQ Coil Technology,,,,False,,40 MG,,False,False,800mAh,,QUAQ Coil Technology,,,,,,False,0,0,Unknown
700,Funky Republic,Peach Ice Funky Republic Fi3000,53640,$5.99 ,,5ml,3000,"The Peach Ice Funky Republic Fi3000 blends a fresh peach taste with a cooling, icy mint on exhale.",QUAQ Coil Technology,,,,False,,40 MG,,False,False,800mAh,,QUAQ Coil Technology,,,,,,True,0,0,Unknown
701,EBCREATE,Watermelon Ice BC5000,51244,$12.99 ,,,5000,"Smooth watermelon vape flavor meets a cool, wintry ice flavor in this rechargeable vape device by EBDesign.",,,,,False,,LEVELS,,False,False,,,,,,0 MG,50 MG,,True,0*,0,Unknown
702,EBCREATE,Sakura Grape BC5000,51241,$12.99 ,,,5000,The Sakura Grape BC5000 provides a rush of sweet purple grape flavor in every puff.,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Unknown
703,Crazy Ace,Raspberry Watermelon Crazy Ace B15000,55048,$14.99 ,,20ml,15000,The Raspberry Watermelon Crazy Ace B15000 adds a tart raspberry to the sweet notes of watermelon which underpin this outstanding flavor.,Dual Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,True,False,900mAh (Rechargeable via USB-C),Boost Mode Option,,,,,,,False,0,0,Unknown
704,Prime Bar,Peach Pleasure Prime Bar 8000,55344,$15.99 ,,15ml,8000,Peach pleasure is a bold and mildly chilled peach flavor.,Made with 1.0 ohm Mesh Coil,,200.0,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
705,Beard Vape Co,Mint Fifty Bar,54345,$14.99 ,,16ml,6500,"The Mint Fifty Bar is a signature flavor. Every good disposable vape has a bold, crisp, clean, sweet, and cool mint. This is one of the best.",,,,,False,,50 MG,,False,False,400mAh (Rechargeable via USB-C),,Anti-Burn Technology,,Assembled in USA with USA-made e-Liquid,,,,True,0,0,Unknown
706,Beard Vape Co,Strawberry Cereal Donut Milk Fifty Bar,54346,$14.99 ,,16ml,6500,"Velvety, strawberry infused cream and cereal milk notes are bright with fruit flavor and enhanced with cake donut flavors make the Strawberry Cereal Donut Milk Fifty Bar a unique, yet delightful disposable vape flavor. Inspired by The One Strawberry by Beard Vape Co.",,,,,False,,50 MG,,False,False,400mAh (Rechargeable via USB-C),,Anti-Burn Technology,,Assembled in USA with USA-made e-Liquid,,,,False,0,0,Unknown
707,Crazy Ace,Banana Ice Crazy Ace B15000,55053,$14.99 ,,20ml,15000,"Experience the tropical wonders of Banana Ice Crazy Ace B15000. The flavor of ripe, creamy bananas is eased with a cool menthol finish.",Dual Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,True,False,900mAh (Rechargeable via USB-C),Boost Mode Option,,,,,,,True,0,0,Unknown
708,Crazy Ace,Pineapple Slush Crazy Ace B15000,55046,$14.99 ,,20ml,15000,"Beverage, fruit, and icy notes work in perfect unison in the Pineapple Slush Crazy Ace B15000. Ripe tropical fruit notes are at center stage, but every puff is balanced with unique slushie notes.",Dual Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,True,False,900mAh (Rechargeable via USB-C),Boost Mode Option,,,,,,,False,0,0,Unknown
709,Crazy Ace,Peach Mango Crazy Ace B15000,55055,$14.99 ,,20ml,15000,"Nectary peach flavors layered upon a ripe mango base, the Peach Mango Crazy Ace B15000 is a balanced and bold fruit inspired vape.",Dual Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,True,False,900mAh (Rechargeable via USB-C),Boost Mode Option,,,,,,,False,0,0,Unknown
710,Crazy Ace,Fuji Apple Crazy Ace B15000,55054,$14.99 ,,20ml,15000,"The Fuji Apple Crazy Ace B15000 is an orchard fresh red apple vape, with the slightly tart and sweet flavor of juicy Fuji apples.",Dual Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,True,False,900mAh (Rechargeable via USB-C),Boost Mode Option,,,,,,,False,0,0,Unknown
711,Snoopy Smoke,Tropical Rainbow Blast Snoopy Smoke Extra Tank,54360,$13.99 ,,36ml (2x18ml),15000,The Tropical Rainbow Blast Snoopy Smoke Extra Tank has a perfectly crafted blend of hard-shelled fruit confection flavors which skitter across the tastebuds.,,,,,False,,50 MG,,True,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Closed Refills
712,Lost Mary,Miami Mint Lost Mary MT15000 Turbo,55205,$16.99 ,,16ml,"15,000","A refreshing blend of cool mint and subtle sweetness, the Miami Mint Lost Mary MT15000 Turbo is an instant classic.",Dual Mesh Coil,,,,True,E-Liquid and Battery Meters,50 MG,Smooth Mode (11W)/ Turbo Mode (22W),False,False,"600mAh, rechargeable via USB-C",,,,,,,,True,0,0,Unknown
713,Lost Mary,Banana Cake Lost Mary MT15000 Turbo,55199,$16.99 ,,16ml,"15,000",The comforting essence of ripe banana cake abounds in the dessert inspired Banana Cake Lost Mary MT15000 Turbo. Compelling and rich flavors for those tired of fruit and menthol fusions.,Dual Mesh Coil,,,,True,E-Liquid and Battery Meters,50 MG,Smooth Mode (11W)/ Turbo Mode (22W),False,False,"600mAh, rechargeable via USB-C",,,,,,,,True,0,0,Unknown
714,Lost Mary,Nana Coconut Lost Mary MT15000 Turbo,55200,$16.99 ,,16ml,"15,000","The Nana Coconut Lost Mary MT15000 Turbo features the vibrant notes of smooth coconut and creamy banana, capturing the essence of a tropical getaway. An unusually smooth and unbelievably delicious fusion of flavor.",Dual Mesh Coil,,,,True,E-Liquid and Battery Meters,50 MG,Smooth Mode (11W)/ Turbo Mode (22W),False,False,"600mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
715,Lost Mary,Strawberry Orange Lost Mary MT15000 Turbo,55202,$16.99 ,,16ml,"15,000","The Strawberry Orange Lost Mary MT15000 Turbo features a delightful blend of succulent strawberries and sun-ripened orange flavors. Bask in the sweet yet tangy flavor profile, which perfectly captures the essence of summer.",Dual Mesh Coil,,,,True,E-Liquid and Battery Meters,50 MG,Smooth Mode (11W)/ Turbo Mode (22W),False,False,"600mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
716,Lost Mary,Cherry Strazz Lost Mary MT15000 Turbo,55201,$16.99 ,,16ml,"15,000","The Cherry Strazz Lost Mary MT15000 Turbo blends sweet and tart cherry flavors with a perfectly executed strawberry base, providing an uplifting flavor combination that adult vapers will love.",Dual Mesh Coil,,,,True,E-Liquid and Battery Meters,50 MG,Smooth Mode (11W)/ Turbo Mode (22W),False,False,"600mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
717,Lost Mary,Summer Grape Lost Mary MT15000 Turbo,55203,$16.99 ,,16ml,"15,000","The Summer Grape Lost Mary MT15000 Turbo combines vine-ripened flavors with the sweet and beloved essence of purple Concord Grape notes, creating an irresistibly refreshing vaping experience.",Dual Mesh Coil,,,,True,E-Liquid and Battery Meters,50 MG,Smooth Mode (11W)/ Turbo Mode (22W),False,False,"600mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
718,Lost Mary,Berry Burst Lost Mary MT15000 Turbo,55206,$16.99 ,,16ml,"15,000",A medley of fresh berry notes packs a flavorful punch in the Berry Burst Lost Mary MT15000 Turbo. This confluence of intense flavor captures the essence of a summer berry patch.,Dual Mesh Coil,,,,True,E-Liquid and Battery Meters,50 MG,Smooth Mode (11W)/ Turbo Mode (22W),False,False,"600mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
719,Funky Republic,Cantaloupe Apple Funky Lands Ti7000,53277,$13.99 ,,12.8ml,7000,"Fresh, mellow cantaloupe melon meets a punch of sour green apple in the Cantaloupe Apple Funky Republic Ti7000 vape.",QUAQ Coil Technology,Cantaloupe Apple Funky Lands Ti7000,,,True,"E-Liquid Indicator Light, Battery Indicator Light",50 MG,,False,False,600mAh (Rechargeable via USB-C),,QUAQ Coil Technology,,,,,,False,0,0,Unknown
720,Funky Republic,Strawberry Banana Funky Republic Ti7000,53273,$13.99 ,,12.8ml,7000,The Strawberry Banana Funky Republic Ti7000 vape combines a smooth banana with a ripe summer strawberry.,QUAQ Coil Technology,Strawberry Banana Funky Lands Ti7000,,,True,"E-Liquid Indicator Light, Battery Indicator Light",50 MG,,False,False,600mAh (Rechargeable via USB-C),,QUAQ Coil Technology,,,,,,False,0,0,Unknown
721,Funky Republic,California Cherry Funky Lands Ti7000,53276,$13.99 ,,12.8ml,7000,A well-crafted sweet and sour cherry flavor is at the forefront in the California Cherry Funky Republic Ti7000 vape.,QUAQ Coil Technology,California Cherry Funky Lands Ti7000,,,True,"E-Liquid Indicator Light, Battery Indicator Light",50 MG,,False,False,600mAh (Rechargeable via USB-C),,QUAQ Coil Technology,,,,,,False,0,0,Unknown
